Class,Order,Family,Genus
Sordariomycetes,Hypocreales,Cordycipitaceae,Blackwellomyces
Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps
Sordariomycetes,Hypocreales,Cordycipitaceae,Coremiopsis
Sordariomycetes,Hypocreales,Cordycipitaceae,Engyodontium
Sordariomycetes,Hypocreales,Cordycipitaceae,Gibellula
Sordariomycetes,Hypocreales,Cordycipitaceae,Granulomanus
Sordariomycetes,Hypocreales,Cordycipitaceae,Hevansia
Sordariomycetes,Hypocreales,Cordycipitaceae,Hyperdermium
Sordariomycetes,Hypocreales,Cordycipitaceae,Isaria
Sordariomycetes,Hypocreales,Cordycipitaceae,Microhilum
Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium
Sordariomycetes,Hypocreales,Cordycipitaceae,Syspastospora
Sordariomycetes,Hypocreales,Hypocreaceae,Arachnocrea
Sordariomycetes,Hypocreales,Hypocreaceae,Cladobotryum
Sordariomycetes,Hypocreales,Hypocreaceae,Dialhypocrea
Sordariomycetes,Hypocreales,Hypocreaceae,Escovopsioides
Sordariomycetes,Hypocreales,Hypocreaceae,Escovopsis
Sordariomycetes,Hypocreales,Hypocreaceae,Hypocreopsis
Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces
Sordariomycetes,Hypocreales,Hypocreaceae,Lichenobarya
Sordariomycetes,Hypocreales,Hypocreaceae,Mycogone
Sordariomycetes,Hypocreales,Hypocreaceae,Protocrea
Sordariomycetes,Hypocreales,Hypocreaceae,Pseudohypocrea
Sordariomycetes,Hypocreales,Hypocreaceae,Rogersonia
Sordariomycetes,Hypocreales,Hypocreaceae,Sepedonium
Sordariomycetes,Hypocreales,Hypocreaceae,Sibirina
Sordariomycetes,Hypocreales,Hypocreaceae,Sphaerostilbella
Sordariomycetes,Hypocreales,Hypocreaceae,Sporophagomyces
Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma
Sordariomycetes,Hypocreales,Hypocreaceae,Verticimonosporium
Sordariomycetes,Hypocreales,Nectriaceae,Albonectria
Sordariomycetes,Hypocreales,Nectriaceae,Allantonectria
Sordariomycetes,Hypocreales,Nectriaceae,Allonectella
Sordariomycetes,Hypocreales,Nectriaceae,Aquanectria
Sordariomycetes,Hypocreales,Nectriaceae,Atractium
Sordariomycetes,Hypocreales,Nectriaceae,Baipadisphaeria
Sordariomycetes,Hypocreales,Nectriaceae,Bisifusarium
Sordariomycetes,Hypocreales,Nectriaceae,Calonectria
Sordariomycetes,Hypocreales,Nectriaceae,Calostilbe
Sordariomycetes,Hypocreales,Nectriaceae,Campylocarpon
Sordariomycetes,Hypocreales,Nectriaceae,Chaetonectrioides
Sordariomycetes,Hypocreales,Nectriaceae,Chaetopsina
Sordariomycetes,Hypocreales,Nectriaceae,Coccinonectria
Sordariomycetes,Hypocreales,Nectriaceae,Corallomycetella
Sordariomycetes,Hypocreales,Nectriaceae,Corallonectria
Sordariomycetes,Hypocreales,Nectriaceae,Corinectria
Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora
Sordariomycetes,Hypocreales,Nectriaceae,Curvicladiella
Sordariomycetes,Hypocreales,Nectriaceae,Curvicladium
Sordariomycetes,Hypocreales,Nectriaceae,Cyanochyta
Sordariomycetes,Hypocreales,Nectriaceae,Cyanonectria
Sordariomycetes,Hypocreales,Nectriaceae,Cyanophomella
Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocladiella
Sordariomycetes,Hypocreales,Nectriaceae,Cylindrodendrum
Sordariomycetes,Hypocreales,Nectriaceae,Dacryoma
Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria
Sordariomycetes,Hypocreales,Nectriaceae,Dematiocladium
Sordariomycetes,Hypocreales,Nectriaceae,Fusarium
Sordariomycetes,Hypocreales,Nectriaceae,Fusicolla
Sordariomycetes,Hypocreales,Nectriaceae,Geejayessia
Sordariomycetes,Hypocreales,Nectriaceae,Gliocephalotrichum
Sordariomycetes,Hypocreales,Nectriaceae,Gliocladiopsis
Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria
Sordariomycetes,Hypocreales,Nectriaceae,Macroconia
Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea
Sordariomycetes,Hypocreales,Nectriaceae,Microcera
Sordariomycetes,Hypocreales,Nectriaceae,Nalanthamala
Sordariomycetes,Hypocreales,Nectriaceae,Nectria
Sordariomycetes,Hypocreales,Nectriaceae,Neocosmospora
Sordariomycetes,Hypocreales,Nectriaceae,Neonectria
Sordariomycetes,Hypocreales,Nectriaceae,Ophionectria
Sordariomycetes,Hypocreales,Nectriaceae,Paracremonium
Sordariomycetes,Hypocreales,Nectriaceae,Payosphaeria
Sordariomycetes,Hypocreales,Nectriaceae,Penicillifer
Sordariomycetes,Hypocreales,Nectriaceae,Persiciospora
Sordariomycetes,Hypocreales,Nectriaceae,Pleiocarpon
Sordariomycetes,Hypocreales,Nectriaceae,Pleogibberella
Sordariomycetes,Hypocreales,Nectriaceae,Pleurocolla
Sordariomycetes,Hypocreales,Nectriaceae,Pseudocosmospora
Sordariomycetes,Hypocreales,Nectriaceae,Pseudonectria
Sordariomycetes,Hypocreales,Nectriaceae,Rectifusarium
Sordariomycetes,Hypocreales,Nectriaceae,Rugonectria
Sordariomycetes,Hypocreales,Nectriaceae,Sarcopodium
Sordariomycetes,Hypocreales,Nectriaceae,Stylonectria
Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria
Sordariomycetes,Hypocreales,Nectriaceae,Thyronectria
Sordariomycetes,Hypocreales,Nectriaceae,Varicosporella
Sordariomycetes,Hypocreales,Nectriaceae,Volutella
Sordariomycetes,Hypocreales,Nectriaceae,Xenoacremonium
Sordariomycetes,Hypocreales,Nectriaceae,Xenocylindrocladium
Sordariomycetes,Hypocreales,Nectriaceae,Xenogliocladiopsis
Sordariomycetes,Hypocreales,Nectriaceae,Xenoleptographium
Sordariomycetes,Hypocreales,Nectriaceae,Xenonectriella
Sordariomycetes,Hypocreales,Niessliaceae,Atronectria
Sordariomycetes,Hypocreales,Niessliaceae,Circinoniesslia
Sordariomycetes,Hypocreales,Niessliaceae,Cryptoniesslia
Sordariomycetes,Hypocreales,Niessliaceae,Eucasphaeria
Sordariomycetes,Hypocreales,Niessliaceae,Hyaloseta
Sordariomycetes,Hypocreales,Niessliaceae,Malmeomyces
Sordariomycetes,Hypocreales,Niessliaceae,Melchioria
Sordariomycetes,Hypocreales,Niessliaceae,Miyakeomyces
Sordariomycetes,Hypocreales,Niessliaceae,Myrmaeciella
Sordariomycetes,Hypocreales,Niessliaceae,Myrtacremonium
Sordariomycetes,Hypocreales,Niessliaceae,Niesslia
Sordariomycetes,Hypocreales,Niessliaceae,Paraniesslia
Sordariomycetes,Hypocreales,Niessliaceae,Pseudonectriella
Sordariomycetes,Hypocreales,Niessliaceae,Pseudorhynchia
Sordariomycetes,Hypocreales,Niessliaceae,Rosasphaeria
Sordariomycetes,Hypocreales,Niessliaceae,Taiwanascus
Sordariomycetes,Hypocreales,Niessliaceae,Trichosphaerella
Sordariomycetes,Hypocreales,Niessliaceae,Valetoniella
Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Drechmeria
Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Harposporium
Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hymenostilbe
Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps
Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Polycephalomyces
Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium
Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium
Sordariomycetes,Hypocreales,Stachybotryaceae,Achroiostachys
Sordariomycetes,Hypocreales,Stachybotryaceae,Albifimbria
Sordariomycetes,Hypocreales,Stachybotryaceae,Albosynnema
Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria
Sordariomycetes,Hypocreales,Stachybotryaceae,Alfariacladiella
Sordariomycetes,Hypocreales,Stachybotryaceae,Brevistachys
Sordariomycetes,Hypocreales,Stachybotryaceae,Capitofimbria
Sordariomycetes,Hypocreales,Stachybotryaceae,Cymostachys
Sordariomycetes,Hypocreales,Stachybotryaceae,Didymostilbe
Sordariomycetes,Hypocreales,Stachybotryaceae,Dimorphiseta
Sordariomycetes,Hypocreales,Stachybotryaceae,Globobotrys
Sordariomycetes,Hypocreales,Stachybotryaceae,Grandibotrys
Sordariomycetes,Hypocreales,Stachybotryaceae,Gregatothecium
Sordariomycetes,Hypocreales,Stachybotryaceae,Inaequalispora
Sordariomycetes,Hypocreales,Stachybotryaceae,Kastanostachys
Sordariomycetes,Hypocreales,Stachybotryaceae,Koorchalomella
Sordariomycetes,Hypocreales,Stachybotryaceae,Melanopsamma
Sordariomycetes,Hypocreales,Stachybotryaceae,Memnoniella
Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium
Sordariomycetes,Hypocreales,Stachybotryaceae,Myxospora
Sordariomycetes,Hypocreales,Stachybotryaceae,Neomyrothecium
Sordariomycetes,Hypocreales,Stachybotryaceae,Paramyrothecium
Sordariomycetes,Hypocreales,Stachybotryaceae,Parasarcopodium
Sordariomycetes,Hypocreales,Stachybotryaceae,Parvothecium
Sordariomycetes,Hypocreales,Stachybotryaceae,Peethambara
Sordariomycetes,Hypocreales,Stachybotryaceae,Septomyrothecium
Sordariomycetes,Hypocreales,Stachybotryaceae,Sirastachys
Sordariomycetes,Hypocreales,Stachybotryaceae,Smaragdiniseta
Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys
Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys
Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium
Sordariomycetes,Hypocreales,Stachybotryaceae,Tangerinosporium
Sordariomycetes,Hypocreales,Stachybotryaceae,Virgatospora
Sordariomycetes,Hypocreales,Stachybotryaceae,Xenomyrothecium
Sordariomycetes,Hypocreales,Stachybotryaceae,Xepicula
Sordariomycetes,Hypocreales,Stachybotryaceae,Xepiculopsis
Sordariomycetes,Hypocreales,Tilachlidiaceae,Septofusidium
Sordariomycetes,Hypocreales,Tilachlidiaceae,Tilachlidium
Sordariomycetes,Hypocreales,Incertae sedis,Acremoniopsis
Sordariomycetes,Hypocreales,Incertae sedis,Berkelella
Sordariomycetes,Hypocreales,Incertae sedis,Bulbithecium
Sordariomycetes,Hypocreales,Incertae sedis,Cylindrium
Sordariomycetes,Hypocreales,Incertae sedis,Emericellopsis
Sordariomycetes,Hypocreales,Incertae sedis,Geosmithia
Sordariomycetes,Hypocreales,Incertae sedis,Gynonectria
Sordariomycetes,Hypocreales,Incertae sedis,Hapsidospora
Sordariomycetes,Hypocreales,Incertae sedis,Haptospora
Sordariomycetes,Hypocreales,Incertae sedis,Harzia
Sordariomycetes,Hypocreales,Incertae sedis,Illosporiopsis
Sordariomycetes,Hypocreales,Incertae sedis,Illosporium
Sordariomycetes,Hypocreales,Incertae sedis,Leucosphaerina
Sordariomycetes,Hypocreales,Incertae sedis,Metadothella
Sordariomycetes,Hypocreales,Incertae sedis,Munkia
Sordariomycetes,Hypocreales,Incertae sedis,Neomunkia
Sordariomycetes,Hypocreales,Incertae sedis,Neothyronectria
Sordariomycetes,Hypocreales,Incertae sedis,Nigrosabulum
Sordariomycetes,Hypocreales,Incertae sedis,Peloronectria
Sordariomycetes,Hypocreales,Incertae sedis,Perennicordyceps
Sordariomycetes,Hypocreales,Incertae sedis,Pseudoacremonium
Sordariomycetes,Hypocreales,Incertae sedis,Pseudoidriella
Sordariomycetes,Hypocreales,Incertae sedis,Pseudomeliola
Sordariomycetes,Hypocreales,Incertae sedis,Rodentomyces
Sordariomycetes,Hypocreales,Incertae sedis,Roselliniella
Sordariomycetes,Hypocreales,Incertae sedis,Sarocladium
Sordariomycetes,Hypocreales,Incertae sedis,Sedecimiella
Sordariomycetes,Hypocreales,Incertae sedis,Stanjemonium
Sordariomycetes,Hypocreales,Incertae sedis,Stilbella
Sordariomycetes,Hypocreales,Incertae sedis,Ticonectria
Sordariomycetes,Hypocreales,Incertae sedis,Tilakidium
Sordariomycetes,Hypocreales,Incertae sedis,Trichothecium
Sordariomycetes,Hypocreales,Incertae sedis,Valetoniellopsis
Sordariomycetes,Koralionastetales,Koralionastetaceae,Koralionastes
Sordariomycetes,Koralionastetales,Koralionastetaceae,Pontogeneia
Sordariomycetes,Lulworthiales,Lulworthiaceae,Cumulospora
Sordariomycetes,Lulworthiales,Lulworthiaceae,Halazoon
Sordariomycetes,Lulworthiales,Lulworthiaceae,Haloguignardia
Sordariomycetes,Lulworthiales,Lulworthiaceae,Hydea
Sordariomycetes,Lulworthiales,Lulworthiaceae,Kohlmeyeriella
Sordariomycetes,Lulworthiales,Lulworthiaceae,Lindra
Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulwoana
Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulwoidea
Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulworthia
Sordariomycetes,Lulworthiales,Lulworthiaceae,Matsusporium
Sordariomycetes,Lulworthiales,Lulworthiaceae,Moleospora
Sordariomycetes,Lulworthiales,Lulworthiaceae,Moromyces
Sordariomycetes,Lulworthiales,Lulworthiaceae,Orbimyces
Sordariomycetes,Lulworthiales,Lulworthiaceae,Rostrupiella
Sordariomycetes,Magnaporthales,Magnaporthaceae,Budhanggurabania
Sordariomycetes,Magnaporthales,Magnaporthaceae,Buergenerula
Sordariomycetes,Magnaporthales,Magnaporthaceae,Bussabanomyces
Sordariomycetes,Magnaporthales,Magnaporthaceae,Ceratosphaerella
Sordariomycetes,Magnaporthales,Magnaporthaceae,Ceratosphaeria
Sordariomycetes,Magnaporthales,Magnaporthaceae,Clasterosphaeria
Sordariomycetes,Magnaporthales,Magnaporthaceae,Clasterosporium
Sordariomycetes,Magnaporthales,Magnaporthaceae,Clavatisporella
Sordariomycetes,Magnaporthales,Magnaporthaceae,Falciphoriella
Sordariomycetes,Magnaporthales,Magnaporthaceae,Falciphora
Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomycella
Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces
Sordariomycetes,Magnaporthales,Magnaporthaceae,Herbampulla
Sordariomycetes,Magnaporthales,Magnaporthaceae,Kohlmeyeriopsis
Sordariomycetes,Magnaporthales,Magnaporthaceae,Magnaporthiopsis
Sordariomycetes,Magnaporthales,Magnaporthaceae,Muraeriata
Sordariomycetes,Magnaporthales,Magnaporthaceae,Mycoleptodiscus
Sordariomycetes,Magnaporthales,Magnaporthaceae,Nakataea
Sordariomycetes,Magnaporthales,Magnaporthaceae,Neogaeumannomyces
Sordariomycetes,Magnaporthales,Magnaporthaceae,Omnidemptus
Sordariomycetes,Magnaporthales,Magnaporthaceae,Pseudophialophora
Sordariomycetes,Magnaporthales,Magnaporthaceae,Pyriculariopsis
Sordariomycetes,Magnaporthales,Magnaporthaceae,Slopeiomyces
Sordariomycetes,Magnaporthales,Ophioceraceae,Ophioceras
Sordariomycetes,Magnaporthales,Pseudohalonectriaceae,Pseudohalonectria
Sordariomycetes,Magnaporthales,Pyriculariaceae,Bambusicularia
Sordariomycetes,Magnaporthales,Pyriculariaceae,Barretomyces
Sordariomycetes,Magnaporthales,Pyriculariaceae,Deightoniella
Sordariomycetes,Magnaporthales,Pyriculariaceae,Macgarvieomyces
Sordariomycetes,Magnaporthales,Pyriculariaceae,Neocordana
Sordariomycetes,Magnaporthales,Pyriculariaceae,Neopyricularia
Sordariomycetes,Magnaporthales,Pyriculariaceae,Proxipyricularia
Sordariomycetes,Magnaporthales,Pyriculariaceae,Pseudopyricularia
Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia
Sordariomycetes,Magnaporthales,Pyriculariaceae,Xenopyricularia
Sordariomycetes,Meliolales,Armatellaceae,Armatella
Sordariomycetes,Meliolales,Meliolaceae,Amazonia
Sordariomycetes,Meliolales,Meliolaceae,Appendiculella
Sordariomycetes,Meliolales,Meliolaceae,Asteridiella
Sordariomycetes,Meliolales,Meliolaceae,Cryptomeliola
Sordariomycetes,Meliolales,Meliolaceae,Endomeliola
Sordariomycetes,Meliolales,Meliolaceae,Irenopsis
Sordariomycetes,Meliolales,Meliolaceae,Meliola
Sordariomycetes,Microascales,Ceratocystidaceae,Ambrosiella
Sordariomycetes,Microascales,Ceratocystidaceae,Ceratocystis
Sordariomycetes,Microascales,Ceratocystidaceae,Chalaropsis
Sordariomycetes,Microascales,Ceratocystidaceae,Davidsoniella
Sordariomycetes,Microascales,Ceratocystidaceae,Endoconidiophora
Sordariomycetes,Microascales,Ceratocystidaceae,Huntiella
Sordariomycetes,Microascales,Ceratocystidaceae,Thielaviopsis
Sordariomycetes,Microascales,Chadefaudiellaceae,Chadefaudiella
Sordariomycetes,Microascales,Chadefaudiellaceae,Faurelina
Sordariomycetes,Microascales,Gondwanamycetaceae,Custingophora
Sordariomycetes,Microascales,Gondwanamycetaceae,Gondwanamyces
Sordariomycetes,Microascales,Graphiaceae,Graphium
Sordariomycetes,Microascales,Halosphaeriaceae,Alisea
Sordariomycetes,Microascales,Halosphaeriaceae,Aniptodera
Sordariomycetes,Microascales,Halosphaeriaceae,Anisostagma
Sordariomycetes,Microascales,Halosphaeriaceae,Antennospora
Sordariomycetes,Microascales,Halosphaeriaceae,Appendichordella
Sordariomycetes,Microascales,Halosphaeriaceae,Arenariomyces
Sordariomycetes,Microascales,Halosphaeriaceae,Ascosacculus
Sordariomycetes,Microascales,Halosphaeriaceae,Bathyascus
Sordariomycetes,Microascales,Halosphaeriaceae,Carbosphaerella
Sordariomycetes,Microascales,Halosphaeriaceae,Ceriosporopsis
Sordariomycetes,Microascales,Halosphaeriaceae,Chadefaudia
Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia
Sordariomycetes,Microascales,Halosphaeriaceae,Clavatospora
Sordariomycetes,Microascales,Halosphaeriaceae,Corallicola
Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora
Sordariomycetes,Microascales,Halosphaeriaceae,Cucullosporella
Sordariomycetes,Microascales,Halosphaeriaceae,Ebullia
Sordariomycetes,Microascales,Halosphaeriaceae,Fluviatispora
Sordariomycetes,Microascales,Halosphaeriaceae,Gesasha
Sordariomycetes,Microascales,Halosphaeriaceae,Haiyanga
Sordariomycetes,Microascales,Halosphaeriaceae,Haligena
Sordariomycetes,Microascales,Halosphaeriaceae,Halosarpheia
Sordariomycetes,Microascales,Halosphaeriaceae,Halosphaeria
Sordariomycetes,Microascales,Halosphaeriaceae,Halosphaeriopsis
Sordariomycetes,Microascales,Halosphaeriaceae,Havispora
Sordariomycetes,Microascales,Halosphaeriaceae,Iwilsoniella
Sordariomycetes,Microascales,Halosphaeriaceae,Kitesporella
Sordariomycetes,Microascales,Halosphaeriaceae,Kochiella
Sordariomycetes,Microascales,Halosphaeriaceae,Lignincola
Sordariomycetes,Microascales,Halosphaeriaceae,Limacospora
Sordariomycetes,Microascales,Halosphaeriaceae,Luttrellia
Sordariomycetes,Microascales,Halosphaeriaceae,Magnisphaera
Sordariomycetes,Microascales,Halosphaeriaceae,Marinospora
Sordariomycetes,Microascales,Halosphaeriaceae,Moana
Sordariomycetes,Microascales,Halosphaeriaceae,Morakotiella
Sordariomycetes,Microascales,Halosphaeriaceae,Nais
Sordariomycetes,Microascales,Halosphaeriaceae,Natantispora
Sordariomycetes,Microascales,Halosphaeriaceae,Nautosphaeria
Sordariomycetes,Microascales,Halosphaeriaceae,Neptunella
Sordariomycetes,Microascales,Halosphaeriaceae,Nereiospora
Sordariomycetes,Microascales,Halosphaeriaceae,Nimbospora
Sordariomycetes,Microascales,Halosphaeriaceae,Nohea
Sordariomycetes,Microascales,Halosphaeriaceae,Oceanitis
Sordariomycetes,Microascales,Halosphaeriaceae,Ocostaspora
Sordariomycetes,Microascales,Halosphaeriaceae,Okeanomyces
Sordariomycetes,Microascales,Halosphaeriaceae,Ondiniella
Sordariomycetes,Microascales,Halosphaeriaceae,Ophiodeira
Sordariomycetes,Microascales,Halosphaeriaceae,Phaeonectriella
Sordariomycetes,Microascales,Halosphaeriaceae,Praelongicaulis
Sordariomycetes,Microascales,Halosphaeriaceae,Panorbis
Sordariomycetes,Microascales,Halosphaeriaceae,Pileomyces
Sordariomycetes,Microascales,Halosphaeriaceae,Pseudolignincola
Sordariomycetes,Microascales,Halosphaeriaceae,Remispora
Sordariomycetes,Microascales,Halosphaeriaceae,Saagaromyces
Sordariomycetes,Microascales,Halosphaeriaceae,Sablicola
Sordariomycetes,Microascales,Halosphaeriaceae,Sigmoidea
Sordariomycetes,Microascales,Halosphaeriaceae,Thalassogena
Sordariomycetes,Microascales,Halosphaeriaceae,Thalespora
Sordariomycetes,Microascales,Halosphaeriaceae,Tirispora
Sordariomycetes,Microascales,Halosphaeriaceae,Toriella
Sordariomycetes,Microascales,Halosphaeriaceae,Trailia
Sordariomycetes,Microascales,Halosphaeriaceae,Trichomaris
Sordariomycetes,Microascales,Halosphaeriaceae,Tubakiella
Sordariomycetes,Microascales,Halosphaeriaceae,Tunicatispora
Sordariomycetes,Microascales,Microascaceae,Acaulium
Sordariomycetes,Microascales,Microascaceae,Brachyconidiellopsis
Sordariomycetes,Microascales,Microascaceae,Canariomyces
Sordariomycetes,Microascales,Microascaceae,Cephalotrichum
Sordariomycetes,Microascales,Microascaceae,Doratomyces
Sordariomycetes,Microascales,Microascaceae,Echinobotryum
Sordariomycetes,Microascales,Microascaceae,Enterocarpus
Sordariomycetes,Microascales,Microascaceae,Gamsia
Sordariomycetes,Microascales,Microascaceae,Kernia
Sordariomycetes,Microascales,Microascaceae,Knoxdaviesia
Sordariomycetes,Microascales,Microascaceae,Lophotrichus
Sordariomycetes,Microascales,Microascaceae,Microascus
Sordariomycetes,Microascales,Microascaceae,Parascedosporium
Sordariomycetes,Microascales,Microascaceae,Petriella
Sordariomycetes,Microascales,Microascaceae,Pseudallescheria
Sordariomycetes,Microascales,Microascaceae,Pseudoscopulariopsis
Sordariomycetes,Microascales,Microascaceae,Rhinocladium
Sordariomycetes,Microascales,Microascaceae,Scedosporium
Sordariomycetes,Microascales,Microascaceae,Scopulariopsis
Sordariomycetes,Microascales,Microascaceae,Tinhaudeus
Sordariomycetes,Microascales,Microascaceae,Wardomyces
Sordariomycetes,Microascales,Microascaceae,Wardomycopsis
Sordariomycetes,Microascales,Microascaceae,Yunnania
Sordariomycetes,Microascales,Incertae sedis,Cornuvesica
Sordariomycetes,Microascales,Incertae sedis,Gabarnaudia
Sordariomycetes,Microascales,Incertae sedis,Sporendocladia
Sordariomycetes,Microascales,Incertae sedis,Triadelphia
Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium
Sordariomycetes,Ophiostomatales,Kathistaceae,Kathistes
Sordariomycetes,Ophiostomatales,Kathistaceae,Mattirolella
Sordariomycetes,Ophiostomatales,Kathistaceae,Termitariopsis
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ceratocystiopsis
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Fragosphaeria
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Grosmannia
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Hawksworthiomyces
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Hyalobelemnospora
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Hyalorhinocladiella
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Klasterskya
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Leptographium
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Pesotum
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Raffaelea
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Spumatoria
Sordariomycetes,Ophiostomatales,Ophiostomataceae,Subbaromyces
Sordariomycetes,Parasympodiellales,Parasympodiellaceae,Parasympodiella
Sordariomycetes,Phomatosporales,Phomatosporaceae,Lanspora
Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora
Sordariomycetes,Phomatosporales,Phomatosporaceae,Tenuimurus
Sordariomycetes,Phyllachorales,Phaeochoraceae,Cocoicola
Sordariomycetes,Phyllachorales,Phaeochoraceae,Phaeochora
Sordariomycetes,Phyllachorales,Phaeochoraceae,Phaeochoropsis
Sordariomycetes,Phyllachorales,Phaeochoraceae,Serenomyces
Sordariomycetes,Phyllachorales,Phyllachoraceae,Apiosphaeria
Sordariomycetes,Phyllachorales,Phyllachoraceae,Ascovaginospora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Brobdingnagia
Sordariomycetes,Phyllachorales,Phyllachoraceae,Camarotella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Coccodiella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Cyclodomus
Sordariomycetes,Phyllachorales,Phyllachoraceae,Deshpandiella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Diachora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Diatractium
Sordariomycetes,Phyllachorales,Phyllachoraceae,Erikssonia
Sordariomycetes,Phyllachorales,Phyllachoraceae,Fremitomyces
Sordariomycetes,Phyllachorales,Phyllachoraceae,Geminispora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Gibellina
Sordariomycetes,Phyllachorales,Phyllachoraceae,Imazekia
Sordariomycetes,Phyllachorales,Phyllachoraceae,Isothea
Sordariomycetes,Phyllachorales,Phyllachoraceae,Lichenochora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Lindauella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Linochora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Lohwagia
Sordariomycetes,Phyllachorales,Phyllachoraceae,Maculatifrondes
Sordariomycetes,Phyllachorales,Phyllachoraceae,Malthomyces
Sordariomycetes,Phyllachorales,Phyllachoraceae,Muelleromyces
Sordariomycetes,Phyllachorales,Phyllachoraceae,Mycohypallage
Sordariomycetes,Phyllachorales,Phyllachoraceae,Neoflageoletia
Sordariomycetes,Phyllachorales,Phyllachoraceae,Neophyllachora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Ophiodothis
Sordariomycetes,Phyllachorales,Phyllachoraceae,Ophiodothella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Orphnodactylis
Sordariomycetes,Phyllachorales,Phyllachoraceae,Oxodeora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Parberya
Sordariomycetes,Phyllachorales,Phyllachoraceae,Petrakiella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Phaeochorella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Phyllachora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Phylleutypa
Sordariomycetes,Phyllachorales,Phyllachoraceae,Phyllocrea
Sordariomycetes,Phyllachorales,Phyllachoraceae,Pseudothiella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Pseudothiopsella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Pterosporidium
Sordariomycetes,Phyllachorales,Phyllachoraceae,Rehmiodothis
Sordariomycetes,Phyllachorales,Phyllachoraceae,Retroa
Sordariomycetes,Phyllachorales,Phyllachoraceae,Rhodosticta
Sordariomycetes,Phyllachorales,Phyllachoraceae,Rikatlia
Sordariomycetes,Phyllachorales,Phyllachoraceae,Schizochora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Sphaerodothella
Sordariomycetes,Phyllachorales,Phyllachoraceae,Sphaerodothis
Sordariomycetes,Phyllachorales,Phyllachoraceae,Stigmatula
Sordariomycetes,Phyllachorales,Phyllachoraceae,Stigmochora
Sordariomycetes,Phyllachorales,Phyllachoraceae,Stromaster
